name,address,latitude,longitude,phone
Kalra Hospitals,"Tulsi Dass Kalra Marg, Block A, Indira Colony, Kirti Nagar",28.655201700000003,77.13855099999999,+91 11 4500 5700
Kailash Deepak Hospital,"5, Vikas Marg, Institutional Area, Anand Vihar",28.6449601,77.30118809999999,+91 11 3535 3535
East Delhi Medical Centre,"1/550, Grand Trunk Rd, East Ram Nagar, Shahdara",28.6761226,77.2965463,+91 94104 51045
Malik Radix Healthcare,C-217/218 near Nirman Vihar Metro Station,28.6354616,77.2882005,+91 11 4706 0150
"Surya Hospital, Krishna Nagar","383/11-C, East Azad Nagar, East Krishna Nagar",28.662908799999997,77.2858163,+91 72176 07103
Garg Hospital,"8-9, opposite Karkardooma Court, Arjun Gali, Anand Vihar",28.6531846,77.2948802,+91 11 4515 2556
Pushpanjali Medical Centre,"Metro station, A14/15, Vikas Marg, Karkardooma",28.654134899999995,77.3092488,+91 11 4307 5600
Ramlal Kundanlal Multi Speciality Hospital,"Plot No.8, Pandav Nagar Road, Block D",28.6180931,77.2868119,+91 11 4318 9000
Apex Citi Hospital,"D-440, Hanuman Road, D-Block, Mandawali, New Delhi",28.6266681,77.3020386,+91 11 2247 2111
Metro Hospital & Cancer Institute,"21, Community Center, C Block, Preet Vihar",28.638362299999997,77.2949254,+91 11 4928 6666
Ishan Hospital,"Pocket-8B, Dr MC Davar Marg, Sector 19, Rohini",28.7334207,77.1395472,+91 92125 17399
Santom Hospital Rohini Sector 24,"Pocket 10, Sector 24, Rohini",28.7319179,77.0857292,+91 98210 50061
Shree Aggarsain International Hospital,"Pocket 5, Sector 22, Rohini",28.71895,77.0649158,+91 11 6663 6600
Jaipur Golden Hospital,"Street Number 2, Sector 3, Rohini",28.697727,77.1093369,+91 11 6140 6300
B.R. Healthcare Rohini,"Plot No. 13, Bawana Rd, Sector 17, Rohini",28.7443851,77.1194112,+91 92056 66381
"Santom Hospital, Prashant Vihar","D, 5-6, Outer Ring Rd, Prashant Vihar, Sector 14, Rohini",28.7140203,77.1384699,+91 92897 72788
Dharamveer Solanki Hospital,"100 Feet Road, Lakhi Ram Park, Sector 22, Rohini",28.7141655,77.0589263,+91 98111 88128
Hitaishi Hospital,"Pradeep Bhatia Marg, Pocket 15, Sector 8, Rohini",28.7054236,77.1225281,+91 96437 14010
NeoNest Hospital,"A-1/3, Prashant Vihar, Sector 14, Rohini",28.7108484,77.1367326,+91 78400 47264
"Medis Hospital, Shahdara","A-56, Oldanpur, Jyoti Colony, Shahdara",28.6866621,77.290921,+91 88001 71414
CM Patel Hospital,"Main 100 Feet Rd, West Jyoti Nagar, Shahdara",28.689104,77.2884999,+91 98108 69200
Panchsheel Hospital,"Yamuna Vihar, opp Gokulpuri police station, Shahdara",28.7017126,77.2799691,+91 11 4354 1234
Guru Teg Bahadur Hospital,"GTB Enclave, Dilshad Garden",28.6839467,77.3093745,+91 11 2258 6262
Dr. Roshan Lal Hospital,"L-1, Navin Shahdara, Shahdara",28.6761493,77.2844544,+91 98103 23336
Karuna Hospital,"D-62, Pocket E, Dilshad Colony, Dilshad Garden",28.6891573,77.3233199,+91 11 7962 0024
Dr. Chaudhry's Moral Hospital,"C-1/2A, Yamuna Vihar Rd, Shahdara",28.7023412,77.2723991,+91 98101 10866
Shanti Nursing Home,"E-1, P Block, Panchsheel Garden, Navin Shahdara",28.6780754,77.2825289,+91 99993 53978
Rajiv Gandhi Super Speciality Hospital,"Rd No 69, Taharpur, Dilshad Garden",28.6892332,77.3164681,
Dr. Ram Manohar Lohia Hospital,"Baba Kharak Singh Rd, Connaught Place",28.625857,77.202697,+91 11 2340 4040
Lok Nayak Hospital,"Metro Station Delhi Gate, Jawaharlal Nehru Marg",28.6388746,77.2382208,
Deen Dayal Upadhyay Hospital,"Shaheed Mangal Pandey Marg, Hari Nagar",28.628017,77.1122963,
Govind Ballabh Pant Hospital,"1, Jawaharlal Nehru Marg, 64 Khamba",28.6392886,77.2344969,
Dr. Baba Saheb Ambedkar Hospital,"Metro Station-Rithala, Sector 6, Rohini",28.7132498,77.114264,+91 11 2705 8105
Acharya Shree Bhikshu Hospital,"Moti Nagar Rd, Moti Nagar",28.6622049,77.1403427,+91 11 2542 3514
Charak Palika Hospital,"C7 Ln, Moti Bagh 1, Block F, Moti Bagh",28.5852337,77.176929,+91 11 2611 7879
Sardar Vallabh Bhai Patel Hospital,"East Patel Nagar, Patel Nagar",28.6470299,77.1689551,+91 11 2588 5944
Primus Super Speciality Hospital,"2, Chandragupta Marg, Chanakyapuri",28.5929448,77.1812159,+91 11 6620 6630
